,Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type,Consumer_Rating_binned
2572,2022,Honda,Civic Si Base,Used,38777.0,4.5,17,Blue,Black / Red,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E52NH471626,471626,5865.0,4.2,4.0,4.5,4.2,4.5,5.0,VA,Dealer,4
2573,2023,Honda,Odyssey Elite,New,49470.0,5.0,1664,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H90PB017591,35579,5.0,5.0,5.0,4.0,4.0,4.0,5.0,VA,Dealer,5
2574,2022,Honda,Pilot EX-L,New,44000.0,4.4,878,Platinum,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H56NB083432,58086,10.0,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer,4
2577,2022,Honda,Passport EX-L,Used,37588.0,5.0,4044,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H57NB000490,YU000490,8521.0,5.0,5.0,4.9,5.0,4.9,5.0,PA,Dealer,5
2578,2023,Honda,HR-V EX-L,New,30645.0,5.0,2068,Lunar,Gray,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H78PM728239,PM728239,0.0,4.0,5.0,4.0,5.0,5.0,5.0,MD,Dealer,5
2579,2023,Honda,Odyssey EX-L,New,41855.0,4.1,321,Lunar Silver Metallic,Gray,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H67PB033907,H30123,10.0,5.0,5.0,4.0,4.0,4.0,5.0,MD,Dealer,4
2580,2021,Honda,Odyssey LX,Used,29293.0,4.0,317,Obsidian Blue Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H23MB038658,MB038658P,29438.0,5.0,5.0,4.9,4.8,4.8,5.0,FL,Dealer,4
2581,2014,Honda,Ridgeline RTL,Used,21817.0,5.0,778,Crystal Black Pearl,Black,Four-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FPYK1F5XEB002649,E22517B,85786.0,4.8,4.5,4.6,4.6,4.6,4.8,PA,Dealer,5
2582,2006,Honda,Element EX-P,Used,12995.0,4.4,102,Silver,Gray / Blue,Four-wheel Drive,Gasoline,5-Speed Manual,2.4L I4 16V MPFI DOHC,5J6YH27706L012452,012452,73010.0,4.2,4.4,4.1,4.5,4.5,4.6,PA,Dealer,4
2586,2019,Honda,Ridgeline Sport,Used,29344.0,4.2,90,Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F10KB049015,14934,37754.0,4.9,4.8,4.8,4.6,4.7,4.9,NY,Dealer,4
2587,2023,Honda,HR-V Sport,New,28790.0,4.8,733,Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H56PM700096,230001N,5.0,4.0,5.0,4.0,5.0,5.0,5.0,NY,Dealer,4
2589,2022,Honda,Pilot Special Edition,New,44600.0,2.8,178,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H2XNB105339,H6339,1.0,5.0,5.0,5.0,5.0,5.0,5.0,CT,Dealer,2
2590,2022,Honda,HR-V EX,Used,27279.0,3.8,1,Aegean Blue Metallic,Black,All-wheel Drive,Gasoline,continuously variable w/sport mode,4 Cylinder Engine,3CZRU6H56NM734249,CU444A,14940.0,3.8,3.2,3.6,3.6,4.2,4.2,MA,Dealer,3
2593,2016,Honda,Odyssey EX-L,Used,23688.0,4.5,83,–,–,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H62GB093233,K4114A,58762.0,4.8,4.6,4.7,4.6,4.7,4.8,MA,Dealer,4
2594,2022,Honda,CR-V Hybrid Touring,Used,38127.0,4.6,429,Crystal Black Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,5J6RT6H91NL003249,NLB09002A,16983.0,4.6,4.9,4.5,4.6,4.8,4.7,CT,Dealer,4
2596,2008,Honda,Accord EX-L,Used,9995.0,4.7,128,Red,Black,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,1HGCS12888A010489,8A010489,137906.0,4.4,4.3,4.3,4.3,4.5,4.3,HI,Dealer,4
2597,2021,Honda,Ridgeline Sport,Used,36487.0,5.0,2581,Gray,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F1XMB007065,P2346,19625.0,4.9,4.7,4.7,4.5,4.9,4.6,NH,Dealer,5
2598,2021,Honda,Ridgeline RTL-E,Honda Certified,38432.0,4.6,1486,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F79MB006400,HH149780A,31775.0,4.9,4.7,4.7,4.5,4.9,4.6,ME,Dealer,4
2599,2022,Honda,CR-V EX-L,New,33540.0,4.9,5490,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW1H85NE021770,22N359,4.0,4.9,4.8,4.7,4.8,4.7,4.9,CA,Dealer,4
2600,2020,Honda,CR-V EX-L,Used,25434.0,5.0,2761,Radiant Red Metallic,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW1H85LE002147,LE002147,46797.0,4.9,4.8,4.8,4.8,4.9,4.9,CA,Dealer,5
2601,2019,Honda,Clarity Plug-In Hybrid Base,Used,26187.0,3.9,83,Platinum White Pearl,Beige,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,JHMZC5F14KC005262,005262T,27985.0,4.9,4.9,4.9,5.0,4.7,5.0,CA,Dealer,3
2602,2022,Honda,Accord Sport 1.5T,New,28981.0,4.7,1932,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F30NA108577,NA108577,9.0,5.0,5.0,5.0,5.0,5.0,5.0,NV,Dealer,4
2605,2023,Honda,Ridgeline RTL-E,New,46038.0,4.7,2051,Platinum White Pearl,–,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F78PB016954,PB016954,5.0,5.0,4.8,4.8,4.2,5.0,5.0,AZ,Dealer,4
2606,2019,Honda,Odyssey EX-L,Used,31460.0,5.0,248,Silver,Mocha,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H79KB022666,15642A,52027.0,4.8,4.6,4.5,4.3,4.7,4.5,WA,Dealer,5
2607,2020,Honda,Odyssey EX-L,Used,38998.0,4.5,285,Gray,Gray,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H79LB046077,Q3143,19484.0,4.8,4.8,4.7,4.6,4.7,4.7,WA,Dealer,4
2608,2017,Honda,Pilot EX,Used,24771.0,4.7,430,Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32HB101928,23354A,87722.0,4.8,4.7,4.7,4.6,4.7,4.7,CO,Dealer,4
2609,2022,Honda,Accord Hybrid Sport,New,32165.0,4.8,563,Lunar Silver Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F2XNA040274,H17218,26.0,4.9,5.0,5.0,4.9,4.9,5.0,WA,Dealer,4
2610,2018,Honda,Civic Touring,Used,23732.0,4.2,727,White Orchid Pearl,Black / Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFC3B91JH350282,JH350282B,62359.0,4.7,4.7,4.8,4.8,4.9,4.8,WA,Dealer,4
2611,2022,Honda,Pilot Special Edition,New,44204.0,5.0,5,Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FNYF6H26NB101983,22048,2.0,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer,5
2612,2019,Honda,Passport EX-L,Used,32398.0,4.4,153,Deep Scarlet,Gray,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF8H55KB022709,14CA388P,33011.0,4.8,4.7,4.7,4.6,4.7,4.8,KS,Dealer,4
2613,2017,Honda,Pilot Touring,Used,33995.0,4.7,4,–,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H91HB078811,2520A,42671.0,4.8,4.7,4.7,4.6,4.7,4.7,SD,Dealer,4
2614,2022,Honda,Passport Elite,New,47620.0,4.9,273,Platinum White Pearl,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H07NB029833,NB029833,10.0,5.0,5.0,4.9,5.0,4.9,5.0,TX,Dealer,4
2615,2019,Honda,Insight LX,Used,20999.0,4.9,1308,White,Black,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F12KE022902,M64415A,59888.0,4.6,4.8,4.5,4.7,4.8,4.8,TX,Dealer,4
2616,2023,Honda,Odyssey Sport,New,43041.0,4.9,3405,Radiant Red Metallic II,Black,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H75PB025314,PB025314,7.0,5.0,5.0,4.0,4.0,4.0,5.0,TX,Dealer,4
2617,2022,Honda,Pilot TrailSport,New,43536.0,4.8,578,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H85NB099406,NB099406,5.0,5.0,5.0,5.0,5.0,5.0,5.0,TX,Dealer,4
2618,2019,Honda,Passport Touring,Used,29997.0,4.7,103,–,–,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H92KB007579,KB007579P,34000.0,4.8,4.7,4.7,4.6,4.7,4.8,TX,Dealer,4
2620,2019,Honda,CR-V EX,Used,25495.0,5.0,804,Maroon,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW1H54KE010793,PE010793,49393.0,4.8,4.8,4.7,4.7,4.8,4.8,AR,Dealer,5
2621,2023,Honda,CR-V EX-L,New,35555.0,5.0,2599,Crystal Black Pearl,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS3H78PH302282,75157,5.0,5.0,5.0,5.0,4.0,4.0,5.0,TX,Dealer,5
2623,2019,Honda,CR-V EX-L,Honda Certified,41980.0,4.7,178,Crystal Black Pearl,–,All-wheel Drive,Gasoline,continuously variable w/sport mode,4 Cylinder Engine,5J6RW2H87KA007093,P10293,22120.0,4.8,4.8,4.7,4.7,4.8,4.8,MO,Dealer,4
2624,2022,Honda,Civic Si Si,Used,30699.0,4.2,456,Black,Black/Red,Front-wheel Drive,Gasoline,Manual,Intercooled Turbo Premium Unleaded I-4 1.5 L/91,2HGFE1E58NH473011,7AL647T,2090.0,4.2,4.0,4.5,4.2,4.5,5.0,MN,Dealer,4
2625,2020,Honda,Passport EX-L,Honda Certified,36490.0,5.0,2352,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H56LB005452,P13137,16069.0,4.9,4.8,4.8,4.6,4.8,4.8,MN,Dealer,5
2628,2022,Honda,Pilot Sport,Used,33599.0,5.0,7,Gray,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H34NB022167,A1115,4976.0,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer,5
2630,2022,Honda,CR-V Special Edition,Used,30997.0,4.0,277,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H75NH616449,QDN616449,10602.0,4.9,4.8,4.7,4.8,4.7,4.9,IA,Dealer,4
2632,2022,Honda,Accord Hybrid Sport,Used,34495.0,5.0,1169,Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F26NA025626,X7934,10545.0,4.9,5.0,5.0,4.9,4.9,5.0,IL,Dealer,5
2633,2022,Honda,Ridgeline Sport,Honda Certified,37291.0,5.0,2637,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F10NB002698,P122A,12347.0,5.0,4.9,4.9,4.3,4.7,5.0,IL,Dealer,5
2634,2016,Honda,Accord EX,Used,21907.0,4.7,136,Silver,–,Front-wheel Drive,Gasoline,CVT,4 Cylinder Engine,1HGCR2F03GA243748,S22190,13893.0,4.8,4.7,4.7,4.7,4.8,4.8,WI,Dealer,4
2635,2016,Honda,Civic LX,Used,15795.0,4.4,19,White,Tan,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F53GE053387,053387,87390.0,4.6,4.6,4.6,4.6,4.8,4.6,IL,Dealer,4
2636,2019,Honda,Pilot Touring 8-Passenger,Used,27995.0,4.7,8,Gray,–,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H9XKB045047,045047,99351.0,4.8,4.7,4.7,4.6,4.7,4.8,TN,Dealer,4
2637,2014,Honda,Pilot LX,Used,11900.0,4.9,837,Modern Steel Metallic,Gray,Four-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF4H27EB054631,P7048,119715.0,4.7,4.6,4.6,4.6,4.5,4.7,IL,Dealer,4
2638,2020,Honda,Pilot EX-L,Honda Certified,30867.0,4.3,1172,Crystal Black,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H54LB009675,P33016A,20109.0,4.6,4.5,4.2,4.1,4.5,4.1,LA,Dealer,4
2640,2022,Honda,Accord Sport SE,New,29276.0,4.2,415,Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F4XNA091098,NA091098,4.0,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer,4
2642,2023,Honda,Ridgeline RTL,New,45975.0,4.6,1874,Modern Steel Metallic,–,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F5XPB012063,PB012063,10.0,5.0,4.8,4.8,4.2,5.0,5.0,IL,Dealer,4
2643,2023,Honda,HR-V LX,New,26395.0,4.7,739,Crystal Black Pearl,Black,AWD,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H31PM718813,C17605,1.0,4.0,5.0,4.0,5.0,5.0,5.0,IL,Dealer,4
2645,2023,Honda,CR-V Hybrid Sport,New,34150.0,4.5,1614,Platinum White Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS5H54PH703712,N11711,3.0,5.0,3.0,4.0,4.0,5.0,5.0,IL,Dealer,4
2646,2020,Honda,Accord Sport 1.5T,Used,25519.0,4.8,1053,Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F31LA144632,V7632A,17797.0,4.8,4.8,4.8,4.8,4.9,4.9,IN,Dealer,4
2647,2001,Honda,Accord EX,Used,4999.0,4.5,92,White,Gray,Front-wheel Drive,Gasoline,4-SPEED A/T,4 Cylinder Engine,JHMCG56641C020137,0137,138450.0,4.5,4.3,4.4,4.6,4.3,4.6,TN,Dealer,4
2648,2019,Honda,Odyssey EX,Used,29749.0,5.0,343,Gray,–,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H59KB088732,GM88732,30084.0,4.8,4.6,4.5,4.3,4.7,4.5,AL,Dealer,5
2649,2023,Honda,Odyssey Sport,New,43160.0,5.0,1944,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H79PB035473,H35473,2.0,5.0,5.0,4.0,4.0,4.0,5.0,TN,Dealer,5
2650,2023,Honda,CR-V EX,New,34250.0,5.0,1026,Platinum White Pearl,Gray,All-wheel Drive,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,2HKRS4H46PH411254,2CR1613,10.0,5.0,5.0,5.0,4.0,4.0,5.0,IN,Dealer,5
2652,2021,Honda,Passport Sport,Used,35801.0,4.8,38,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H25MB034027,92422A,16251.0,4.9,4.7,4.8,4.6,4.8,4.8,IN,Dealer,4
2653,2023,Honda,Odyssey EX-L,New,42250.0,5.0,4402,Platinum White Pearl,Beige,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H61PB033322,9920,1.0,5.0,5.0,4.0,4.0,4.0,5.0,GA,Dealer,5
2654,2023,Honda,Odyssey EX-L,New,42250.0,4.8,1030,Platinum White Pearl,–,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H69PB019409,PB019409,5.0,5.0,5.0,4.0,4.0,4.0,5.0,GA,Dealer,4
2655,2023,Honda,HR-V Sport,New,28293.0,4.6,1100,White,Black,All-wheel Drive,Gasoline,–,2.0L I4 16V GDI DOHC,3CZRZ2H53PM728938,HA24947,0.0,4.0,5.0,4.0,5.0,5.0,5.0,MI,Dealer,4
2656,2021,Honda,Passport Sport,Used,30998.0,4.3,697,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H27MB014040,19999GB,23274.0,4.9,4.7,4.8,4.6,4.8,4.8,OH,Dealer,4
2658,2023,Honda,CR-V Hybrid Sport,New,36200.0,4.8,3335,Urban Gray Pearl,Black,All-wheel Drive,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,7FARS6H53PE003494,QG23504,9.0,5.0,3.0,4.0,4.0,5.0,5.0,GA,Dealer,4
2659,2001,Honda,S2000,Used,24995.0,4.8,27,Gray,Black,Rear-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V MPFI DOHC,JHMAP11491T003405,PC-003405A,90222.0,4.1,4.4,5.0,4.9,5.0,5.0,OH,Dealer,4
2660,2017,Honda,Civic EX,Used,19998.0,4.8,3,Silver,Tan,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F73HE038911,22857880,92797.0,4.7,4.7,4.8,4.8,4.8,4.8,FL,Dealer,4
2661,2019,Honda,Ridgeline RTL,Used,28000.0,4.9,2397,Gray,Gray,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F50KB035022,1C224201A,48550.0,4.9,4.8,4.8,4.6,4.7,4.9,OH,Dealer,4
2662,2022,Honda,Accord Sport 2.0T,New,35150.0,4.9,671,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F33NA025523,64966,0.0,5.0,5.0,5.0,5.0,5.0,5.0,OH,Dealer,4
2663,2014,Honda,Ridgeline SE,Used,28900.0,4.6,32,Silver,Black,Four-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FPYK1F62EB007207,51361H,33971.0,4.8,4.5,4.6,4.6,4.6,4.8,NC,Dealer,4
2664,2022,Honda,Pilot Sport,New,41969.0,5.0,121,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB104668,H22595,10.0,5.0,5.0,5.0,5.0,5.0,5.0,WV,Dealer,5
2665,2022,Honda,Accord Hybrid Sport,New,30560.0,5.0,3207,Still Night Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F2XNA038993,N101622,0.0,4.9,5.0,5.0,4.9,4.9,5.0,NC,Dealer,5
2667,2023,Honda,HR-V Sport,New,31640.0,4.6,20,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ1H58PM716424,HO7567,9.0,4.0,5.0,4.0,5.0,5.0,5.0,NC,Dealer,4
2668,2020,Honda,Passport EX-L,Used,29854.0,5.0,1114,Crystal Black,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H52LB003935,B029735A,29762.0,4.9,4.8,4.8,4.6,4.8,4.8,FL,Dealer,5
2669,2022,Honda,Pilot Sport,New,41770.0,4.6,1504,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H37NB100785,NB100785,2.0,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer,4
2670,2021,Honda,Passport Sport,Used,30788.0,4.4,614,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H23MB010058,DP6695,16090.0,4.9,4.7,4.8,4.6,4.8,4.8,NC,Dealer,4
2671,2023,Honda,CR-V Hybrid Sport Touring,New,39845.0,4.2,231,Meteorite Gray Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H92PH801193,223101H,2.0,5.0,3.0,4.0,4.0,5.0,5.0,VA,Dealer,4
2672,2014,Honda,Crosstour EX,Used,12499.0,4.8,19,Red,Tan,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6TF3H34EL000031,000031,112984.0,4.8,4.8,5.0,4.6,4.7,4.8,NC,Dealer,4
2673,2020,Honda,Civic Si Base,Used,27997.0,4.9,235,Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC1E56LH706967,W1164Q,23519.0,4.8,4.8,4.8,4.8,4.9,4.9,NY,Dealer,4
2674,2016,Honda,Odyssey EX-L,Used,20459.0,4.7,51,Silver,Gray,FWD,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H67GB066352,8192,131948.0,4.8,4.6,4.7,4.6,4.7,4.8,NC,Dealer,4
2675,2020,Honda,Pilot EX,Honda Certified,30000.0,5.0,1822,Platinum White Pearl,Beige,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H37LB051620,UH13216,26638.0,4.6,4.5,4.2,4.1,4.5,4.1,NY,Dealer,5
2676,2023,Honda,Ridgeline Black Edition,New,46625.0,5.0,1664,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F83PB010830,35513,6.0,5.0,4.8,4.8,4.2,5.0,5.0,VA,Dealer,5
2677,2019,Honda,Passport EX-L,Used,27977.0,4.7,8,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H57KB000978,6498R,51864.0,4.8,4.7,4.7,4.6,4.7,4.8,NC,Dealer,4
2678,2023,Honda,CR-V Hybrid Sport Touring,New,39845.0,3.1,1297,Lunar Silver Metallic,Black,All-wheel Drive,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,2HKRS6H95PH800152,PH800152,0.0,5.0,3.0,4.0,4.0,5.0,5.0,VA,Dealer,3
2682,2023,Honda,Odyssey EX-L,New,41905.0,4.4,7,Modern Steel Metallic,Gray,FWD,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H66PB036698,50137,1.0,5.0,5.0,4.0,4.0,4.0,5.0,NY,Dealer,4
2683,2019,Honda,Civic Type R Touring,Used,32998.0,4.8,13,Black,Red,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G79KU202084,23548335,103379.0,4.6,4.7,5.0,4.8,4.8,4.8,FL,Dealer,4
2684,2017,Honda,Pilot Elite,Used,28499.0,4.8,2019,White Diamond Pearl,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H0XHB009200,THB009200,51282.0,4.8,4.7,4.7,4.6,4.7,4.7,FL,Dealer,4
2686,2021,Honda,CR-V EX,New,29375.0,4.7,3094,Red,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW1H51ML001037,X1037,11000.0,4.9,4.8,4.8,4.8,4.9,4.9,FL,Dealer,4
2687,2022,Honda,Pilot Sport,New,41375.0,5.0,536,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF6H36NB085096,H29394,0.0,5.0,5.0,5.0,5.0,5.0,5.0,DE,Dealer,5
2688,2022,Honda,Passport Elite,Used,42592.0,4.9,295,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H01NB002398,NB002398,16275.0,5.0,5.0,4.9,5.0,4.9,5.0,NJ,Dealer,4
2695,2022,Honda,Pilot Sport,New,41770.0,5.0,7009,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H39NB104241,NB104241,5.0,5.0,5.0,5.0,5.0,5.0,5.0,NJ,Dealer,5
2697,2022,Honda,Civic Si Base,Used,31900.0,4.8,365,Blue,Black / Red,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E54NH473961,22074AT,2235.0,4.2,4.0,4.5,4.2,4.5,5.0,NJ,Dealer,4
2698,2016,Honda,Odyssey SE,Used,27000.0,4.7,637,Gray,–,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H32GB156479,SJG220360A,74946.0,4.8,4.6,4.7,4.6,4.7,4.8,VT,Dealer,4
2699,2022,Honda,Pilot Sport,New,41770.0,4.8,582,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H39NB104224,NB104224,7.0,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer,4
2700,2022,Honda,Pilot Special Edition,New,44600.0,4.9,79,Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic,V6 Cylinder Engine,5FNYF6H24NB104381,N01785,5.0,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer,4
2701,2020,Honda,Accord Hybrid EX,Used,30895.0,4.6,114,White,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F44LA011979,H11727,14928.0,4.7,4.8,4.5,4.6,4.7,4.8,CA,Dealer,4
